round,noise,prob_end,A_cum_payoff,B_cum_payoff,A_last_1,B_last_1,A_last_2,B_last_2,A_last_3,B_last_3,A_last_4,B_last_4,A_last_5,B_last_5,A_last_6,B_last_6,A_last_7,B_last_7,A_next_move
11,0.0423,0.0316,34,34,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0
12,0.0423,0.0316,34,39,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1
13,0.0423,0.0316,37,42,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
14,0.0423,0.0316,40,45,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1
15,0.0423,0.0316,43,48,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1
16,0.0423,0.0316,46,51,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
17,0.0423,0.0316,49,54,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
18,0.0423,0.0316,52,57,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
19,0.0423,0.0316,55,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,0.0423,0.0316,58,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,0.0423,0.0316,61,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,0.0423,0.0316,64,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,0.0423,0.0316,67,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,0.0423,0.0316,70,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25,0.0423,0.0316,73,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,0.0423,0.0316,76,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,0.0423,0.0316,79,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28,0.0423,0.0316,82,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29,0.0423,0.0316,85,90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30,0.0423,0.0316,85,95,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
31,0.0423,0.0316,88,98,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
32,0.0423,0.0316,91,101,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
33,0.0423,0.0316,94,104,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
34,0.0423,0.0316,97,107,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
35,0.0423,0.0316,100,110,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
36,0.0423,0.0316,103,113,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
37,0.0423,0.0316,108,113,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
38,0.0423,0.0316,108,118,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
39,0.0423,0.0316,108,123,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1
40,0.0423,0.0316,111,126,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1
41,0.0423,0.0316,114,129,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
42,0.0423,0.0316,117,132,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
43,0.0423,0.0316,120,135,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
44,0.0423,0.0316,125,135,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0
45,0.0423,0.0316,125,140,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1
46,0.0423,0.0316,128,143,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
47,0.0423,0.0316,131,146,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
48,0.0423,0.0316,134,149,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
49,0.0423,0.0316,137,152,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
50,0.0423,0.0316,140,155,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
51,0.0423,0.0316,143,158,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
52,0.0423,0.0316,143,163,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
53,0.0423,0.0316,146,166,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
54,0.0423,0.0316,149,169,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
55,0.0423,0.0316,154,169,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0
56,0.0423,0.0316,154,174,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1
57,0.0423,0.0316,157,177,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1
58,0.0423,0.0316,160,180,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1
59,0.0423,0.0316,163,183,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
7,0.0006,0.0652,24,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,0.0006,0.0652,27,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,0.0006,0.0652,30,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,0.0006,0.0652,33,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,0.0006,0.0652,36,36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,0.0006,0.0652,39,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,0.0006,0.0652,42,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,0.0006,0.0652,45,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,0.0006,0.0652,48,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,0.0006,0.0652,51,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17,0.0006,0.0652,54,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,0.0711,0.0632,23,8,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
8,0.0711,0.0632,24,9,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
9,0.0711,0.0632,25,10,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
10,0.0711,0.0632,26,11,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
11,0.0711,0.0632,27,12,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
12,0.0711,0.0632,28,13,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
13,0.0711,0.0632,29,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,0.0863,0.0499,30,10,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0
8,0.0863,0.0499,35,10,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
9,0.0863,0.0499,40,10,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
10,0.0863,0.0499,45,10,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0
7,0.0561,0.0306,26,6,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0
8,0.0561,0.0306,26,11,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1
9,0.0561,0.0306,27,12,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
10,0.0561,0.0306,32,12,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
11,0.0561,0.0306,33,13,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
12,0.0561,0.0306,38,13,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
13,0.0561,0.0306,39,14,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
14,0.0561,0.0306,44,14,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
15,0.0561,0.0306,45,15,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
16,0.0561,0.0306,50,15,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
17,0.0561,0.0306,51,16,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
18,0.0561,0.0306,56,16,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
7,0.0713,0.0609,28,3,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
7,0.0236,0.0205,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.0236,0.0205,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.0236,0.0205,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0.0236,0.0205,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0.0236,0.0205,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.0236,0.0205,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0.0236,0.0205,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0.0236,0.0205,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0.0236,0.0205,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0.0236,0.0205,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0.0236,0.0205,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0.0236,0.0205,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0.0236,0.0205,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0.0236,0.0205,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0.0236,0.0205,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0.0236,0.0205,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0.0236,0.0205,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0.0236,0.0205,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0.0236,0.0205,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0.0236,0.0205,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0.0236,0.0205,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.0523,0.0342,16,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,0.0523,0.0342,17,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,0.0523,0.0342,17,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10,0.0523,0.0342,18,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,0.0523,0.0342,19,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12,0.0523,0.0342,20,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13,0.0523,0.0342,21,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,0.0523,0.0342,22,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15,0.0523,0.0342,23,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16,0.0523,0.0342,24,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0.0523,0.0342,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0.0523,0.0342,26,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0.0523,0.0342,27,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0.0523,0.0342,28,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0.0523,0.0342,29,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.0439,0.0161,16,16,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1
8,0.0439,0.0161,19,19,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1
9,0.0439,0.0161,22,22,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1
10,0.0439,0.0161,27,22,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
11,0.0439,0.0161,28,23,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
12,0.0439,0.0161,29,24,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
13,0.0439,0.0161,29,29,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1
14,0.0439,0.0161,32,32,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
15,0.0439,0.0161,35,35,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1
16,0.0439,0.0161,38,38,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
17,0.0439,0.0161,38,43,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1
18,0.0439,0.0161,43,43,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0
19,0.0439,0.0161,44,44,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0
20,0.0439,0.0161,44,49,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1
21,0.0439,0.0161,49,49,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0
22,0.0439,0.0161,50,50,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0
23,0.0439,0.0161,51,51,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
24,0.0439,0.0161,52,52,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
25,0.0439,0.0161,52,57,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
26,0.0439,0.0161,57,57,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
27,0.0439,0.0161,57,62,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1
28,0.0439,0.0161,62,62,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
29,0.0439,0.0161,63,63,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
30,0.0439,0.0161,64,64,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
31,0.0439,0.0161,67,67,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1
32,0.0439,0.0161,70,70,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1
33,0.0439,0.0161,75,70,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0
34,0.0439,0.0161,75,75,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1
35,0.0439,0.0161,80,75,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0
36,0.0439,0.0161,80,80,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1
37,0.0439,0.0161,85,80,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0
38,0.0439,0.0161,86,81,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0
39,0.0439,0.0161,86,86,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1
40,0.0439,0.0161,89,89,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1
41,0.0439,0.0161,94,89,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0
42,0.0439,0.0161,95,90,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0
43,0.0439,0.0161,95,95,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
44,0.0439,0.0161,98,98,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1
45,0.0439,0.0161,101,101,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1
46,0.0439,0.0161,104,104,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
47,0.0439,0.0161,107,107,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
48,0.0439,0.0161,112,107,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
49,0.0439,0.0161,113,108,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
50,0.0439,0.0161,114,109,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0
51,0.0439,0.0161,114,114,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
52,0.0439,0.0161,117,117,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
53,0.0439,0.0161,122,117,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0
54,0.0439,0.0161,122,122,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1
55,0.0439,0.0161,127,122,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0
56,0.0439,0.0161,127,127,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1
57,0.0439,0.0161,132,127,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0
58,0.0439,0.0161,132,132,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1
59,0.0439,0.0161,135,135,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1
60,0.0439,0.0161,138,138,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1
61,0.0439,0.0161,141,141,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1
62,0.0439,0.0161,146,141,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0
63,0.0439,0.0161,146,146,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
64,0.0439,0.0161,151,146,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
65,0.0439,0.0161,152,147,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0
66,0.0439,0.0161,153,148,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
67,0.0439,0.0161,154,149,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0
68,0.0439,0.0161,155,150,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
69,0.0439,0.0161,156,151,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
70,0.0439,0.0161,157,152,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
71,0.0439,0.0161,157,157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,0.0439,0.0161,160,160,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
73,0.0439,0.0161,165,160,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
74,0.0439,0.0161,170,160,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
75,0.0439,0.0161,171,161,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0
76,0.0439,0.0161,172,162,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
77,0.0439,0.0161,172,167,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1
78,0.0439,0.0161,177,167,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0
79,0.0439,0.0161,178,168,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
80,0.0439,0.0161,179,169,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
81,0.0439,0.0161,179,174,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
82,0.0439,0.0161,184,174,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
83,0.0439,0.0161,184,179,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1
84,0.0439,0.0161,187,182,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1
85,0.0439,0.0161,188,183,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0
86,0.0439,0.0161,189,184,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
87,0.0439,0.0161,189,189,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1
88,0.0439,0.0161,194,189,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0
89,0.0439,0.0161,194,194,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1
90,0.0439,0.0161,197,197,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1
91,0.0439,0.0161,202,197,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0
7,0.0636,0.0251,15,15,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
8,0.0636,0.0251,16,16,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9,0.0636,0.0251,17,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,0.0636,0.0251,17,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,0.0636,0.0251,18,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,0.0636,0.0251,19,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,0.0636,0.0251,20,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14,0.0636,0.0251,20,30,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
15,0.0636,0.0251,21,31,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
16,0.0636,0.0251,21,36,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
17,0.0636,0.0251,21,41,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
18,0.0636,0.0251,21,46,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
19,0.0636,0.0251,22,47,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
20,0.0636,0.0251,22,52,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1
21,0.0636,0.0251,23,53,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
22,0.0636,0.0251,23,58,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1
23,0.0636,0.0251,24,59,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
24,0.0636,0.0251,24,64,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
25,0.0636,0.0251,29,64,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
26,0.0636,0.0251,29,69,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1
27,0.0636,0.0251,30,70,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
28,0.0636,0.0251,30,75,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1
29,0.0636,0.0251,30,80,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1
30,0.0636,0.0251,33,83,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1
31,0.0636,0.0251,34,84,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0
32,0.0636,0.0251,34,89,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1
33,0.0636,0.0251,34,94,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1
34,0.0636,0.0251,34,99,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1
35,0.0636,0.0251,35,100,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0
36,0.0636,0.0251,35,105,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1
37,0.0636,0.0251,36,106,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
38,0.0636,0.0251,36,111,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1
39,0.0636,0.0251,37,112,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
40,0.0636,0.0251,37,117,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
41,0.0636,0.0251,37,122,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
42,0.0636,0.0251,37,127,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1
43,0.0636,0.0251,37,132,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
44,0.0636,0.0251,37,137,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1
45,0.0636,0.0251,38,138,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
46,0.0636,0.0251,38,143,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
47,0.0636,0.0251,43,143,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0
48,0.0636,0.0251,44,144,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0
49,0.0636,0.0251,45,145,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
50,0.0636,0.0251,45,150,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1
51,0.0636,0.0251,45,155,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1
52,0.0636,0.0251,46,156,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
53,0.0636,0.0251,47,157,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
54,0.0636,0.0251,48,158,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
55,0.0636,0.0251,49,159,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
56,0.0636,0.0251,50,160,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
57,0.0636,0.0251,50,165,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
58,0.0636,0.0251,55,165,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
59,0.0636,0.0251,55,170,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
60,0.0636,0.0251,56,171,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
61,0.0636,0.0251,57,172,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
62,0.0636,0.0251,57,177,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1
63,0.0636,0.0251,57,182,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1
64,0.0636,0.0251,58,183,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
65,0.0636,0.0251,58,188,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
66,0.0636,0.0251,59,189,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
67,0.0636,0.0251,59,194,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
68,0.0636,0.0251,59,199,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1
69,0.0636,0.0251,59,204,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1
70,0.0636,0.0251,60,205,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
71,0.0636,0.0251,61,206,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
72,0.0636,0.0251,62,207,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
73,0.0636,0.0251,63,208,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
74,0.0636,0.0251,64,209,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
75,0.0636,0.0251,65,210,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
76,0.0636,0.0251,65,215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,0.0636,0.0251,65,220,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
78,0.0636,0.0251,66,221,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
79,0.0636,0.0251,66,226,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
80,0.0636,0.0251,67,227,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
81,0.0636,0.0251,68,228,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
82,0.0636,0.0251,68,233,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
83,0.0636,0.0251,69,234,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
84,0.0636,0.0251,69,239,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
85,0.0636,0.0251,69,244,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1
86,0.0636,0.0251,69,249,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
87,0.0636,0.0251,69,254,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
88,0.0636,0.0251,70,255,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0
89,0.0636,0.0251,70,260,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1
90,0.0636,0.0251,71,261,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0
91,0.0636,0.0251,71,266,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1
92,0.0636,0.0251,71,271,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1
93,0.0636,0.0251,71,276,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1
94,0.0636,0.0251,71,281,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
95,0.0636,0.0251,71,286,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1
96,0.0636,0.0251,71,291,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
97,0.0636,0.0251,71,296,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
98,0.0636,0.0251,71,301,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
99,0.0636,0.0251,71,306,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
100,0.0636,0.0251,71,311,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
101,0.0636,0.0251,71,316,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
102,0.0636,0.0251,72,317,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
