round,noise,prob_end,A_cum_payoff,B_cum_payoff,A_last_1,B_last_1,A_last_2,B_last_2,A_last_3,B_last_3,A_last_4,B_last_4,A_last_5,B_last_5,A_last_6,B_last_6,A_last_7,B_last_7,A_next_move
103,0.0636,0.0251,72,322,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
104,0.0636,0.0251,73,323,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0
105,0.0636,0.0251,73,328,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1
106,0.0636,0.0251,73,333,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1
107,0.0636,0.0251,74,334,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
108,0.0636,0.0251,77,337,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1
109,0.0636,0.0251,78,338,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0
110,0.0636,0.0251,79,339,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
111,0.0636,0.0251,80,340,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
112,0.0636,0.0251,81,341,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
113,0.0636,0.0251,82,342,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
114,0.0636,0.0251,82,347,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
115,0.0636,0.0251,82,352,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
116,0.0636,0.0251,82,357,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
117,0.0636,0.0251,83,358,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
118,0.0636,0.0251,83,363,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
119,0.0636,0.0251,83,368,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
120,0.0636,0.0251,84,369,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
121,0.0636,0.0251,84,374,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1
122,0.0636,0.0251,85,375,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
123,0.0636,0.0251,85,380,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
124,0.0636,0.0251,90,380,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
125,0.0636,0.0251,91,381,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
126,0.0636,0.0251,96,381,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
127,0.0636,0.0251,96,386,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1
7,0.0908,0.0199,26,21,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
8,0.0908,0.0199,31,21,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
9,0.0908,0.0199,36,21,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0
10,0.0908,0.0199,41,21,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0
11,0.0908,0.0199,46,21,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0
12,0.0908,0.0199,51,21,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0
13,0.0908,0.0199,54,24,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1
14,0.0908,0.0199,59,24,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0
15,0.0908,0.0199,62,27,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1
7,0.054,0.0162,2,32,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
8,0.054,0.0162,2,37,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
9,0.054,0.0162,3,38,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0
10,0.054,0.0162,3,43,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1
11,0.054,0.0162,3,48,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1
12,0.054,0.0162,6,51,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1
13,0.054,0.0162,7,52,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0
14,0.054,0.0162,7,57,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1
15,0.054,0.0162,8,58,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0
16,0.054,0.0162,9,59,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0
17,0.054,0.0162,9,64,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1
18,0.054,0.0162,9,69,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1
19,0.054,0.0162,9,74,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
7,0.0077,0.0232,21,11,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
8,0.0077,0.0232,21,16,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1
9,0.0077,0.0232,21,21,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
10,0.0077,0.0232,24,24,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
11,0.0077,0.0232,24,29,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1
12,0.0077,0.0232,27,32,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1
13,0.0077,0.0232,28,33,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0
14,0.0077,0.0232,28,38,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1
7,0.088,0.0499,20,20,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1
8,0.088,0.0499,20,25,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1
9,0.088,0.0499,21,26,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0
10,0.088,0.0499,24,29,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1
11,0.088,0.0499,29,29,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0
12,0.088,0.0499,29,34,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1
13,0.088,0.0499,30,35,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0
14,0.088,0.0499,31,36,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0
15,0.088,0.0499,34,39,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1
16,0.088,0.0499,37,42,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1
17,0.088,0.0499,42,42,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0
18,0.088,0.0499,43,43,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0
19,0.088,0.0499,48,43,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0
20,0.088,0.0499,48,48,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1
21,0.088,0.0499,48,53,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1
22,0.088,0.0499,49,54,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0
23,0.088,0.0499,52,57,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1
24,0.088,0.0499,52,62,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1
25,0.088,0.0499,52,67,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1
26,0.088,0.0499,52,72,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1
27,0.088,0.0499,53,73,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0
28,0.088,0.0499,58,73,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0
29,0.088,0.0499,58,78,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1
30,0.088,0.0499,59,79,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
31,0.088,0.0499,64,79,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
32,0.088,0.0499,64,84,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1
33,0.088,0.0499,64,89,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1
34,0.088,0.0499,64,94,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1
35,0.088,0.0499,65,95,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
36,0.088,0.0499,68,98,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1
37,0.088,0.0499,68,103,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1
38,0.088,0.0499,69,104,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0
7,0.0633,0.0697,19,19,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
8,0.0633,0.0697,24,19,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0
9,0.0633,0.0697,24,24,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1
10,0.0633,0.0697,27,27,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1
11,0.0633,0.0697,32,27,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0
12,0.0633,0.0697,33,28,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0
13,0.0633,0.0697,38,28,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0
7,0.0417,0.0707,17,22,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1
8,0.0417,0.0707,20,25,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1
9,0.0417,0.0707,25,25,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0
10,0.0417,0.0707,25,30,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1
11,0.0417,0.0707,30,30,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0
12,0.0417,0.0707,30,35,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1
13,0.0417,0.0707,33,38,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
14,0.0417,0.0707,38,38,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0
15,0.0417,0.0707,38,43,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1
16,0.0417,0.0707,43,43,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0
17,0.0417,0.0707,43,48,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1
18,0.0417,0.0707,48,48,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0
19,0.0417,0.0707,49,49,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0
20,0.0417,0.0707,49,54,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1
21,0.0417,0.0707,52,57,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1
22,0.0417,0.0707,55,60,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1
23,0.0417,0.0707,58,63,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1
24,0.0417,0.0707,63,63,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0
25,0.0417,0.0707,63,68,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1
26,0.0417,0.0707,68,68,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
27,0.0417,0.0707,69,69,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0
28,0.0417,0.0707,69,74,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1
29,0.0417,0.0707,72,77,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1
30,0.0417,0.0707,75,80,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1
31,0.0417,0.0707,78,83,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1
32,0.0417,0.0707,78,88,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
33,0.0417,0.0707,83,88,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0
34,0.0417,0.0707,83,93,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1
35,0.0417,0.0707,86,96,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1
36,0.0417,0.0707,91,96,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0
37,0.0417,0.0707,91,101,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1
38,0.0417,0.0707,94,104,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1
39,0.0417,0.0707,97,107,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1
7,0.0807,0.0717,10,20,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0
8,0.0807,0.0717,15,20,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
7,0.0272,0.0518,17,17,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
8,0.0272,0.0518,18,18,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
9,0.0272,0.0518,18,23,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1
10,0.0272,0.0518,23,23,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
11,0.0272,0.0518,24,24,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
12,0.0272,0.0518,24,29,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1
13,0.0272,0.0518,29,29,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
14,0.0272,0.0518,30,30,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
15,0.0272,0.0518,30,35,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1
16,0.0272,0.0518,35,35,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
17,0.0272,0.0518,36,36,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
18,0.0272,0.0518,36,41,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1
19,0.0272,0.0518,41,41,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
20,0.0272,0.0518,42,42,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
21,0.0272,0.0518,42,47,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1
22,0.0272,0.0518,47,47,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
23,0.0272,0.0518,48,48,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
24,0.0272,0.0518,49,49,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
25,0.0272,0.0518,49,54,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1
26,0.0272,0.0518,54,54,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
27,0.0272,0.0518,55,55,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
28,0.0272,0.0518,55,60,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
29,0.0272,0.0518,60,60,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
30,0.0272,0.0518,61,61,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
7,0.0818,0.0689,26,21,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
8,0.0818,0.0689,27,22,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
7,0.0165,0.0427,24,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,0.0165,0.0427,27,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,0.0165,0.0427,30,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,0.0165,0.0427,33,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,0.0165,0.0427,36,36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,0.0165,0.0427,39,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,0.0222,0.0096,4,24,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
8,0.0222,0.0096,4,29,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
9,0.0222,0.0096,5,30,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
10,0.0222,0.0096,5,35,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
11,0.0222,0.0096,6,36,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12,0.0222,0.0096,6,41,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
13,0.0222,0.0096,11,41,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
14,0.0222,0.0096,12,42,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
15,0.0222,0.0096,12,47,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
16,0.0222,0.0096,13,48,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
17,0.0222,0.0096,13,53,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1
18,0.0222,0.0096,14,54,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
19,0.0222,0.0096,14,59,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
20,0.0222,0.0096,15,60,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
21,0.0222,0.0096,15,65,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
22,0.0222,0.0096,16,66,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
23,0.0222,0.0096,16,71,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
24,0.0222,0.0096,17,72,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
25,0.0222,0.0096,17,77,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
26,0.0222,0.0096,18,78,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
27,0.0222,0.0096,21,81,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1
28,0.0222,0.0096,21,86,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1
29,0.0222,0.0096,22,87,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0
30,0.0222,0.0096,22,92,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1
31,0.0222,0.0096,23,93,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0
32,0.0222,0.0096,23,98,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1
33,0.0222,0.0096,24,99,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
34,0.0222,0.0096,24,104,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
35,0.0222,0.0096,25,105,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
36,0.0222,0.0096,25,110,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
37,0.0222,0.0096,26,111,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
38,0.0222,0.0096,26,116,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
39,0.0222,0.0096,27,117,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
40,0.0222,0.0096,27,122,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
41,0.0222,0.0096,28,123,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
42,0.0222,0.0096,28,128,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
43,0.0222,0.0096,29,129,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
44,0.0222,0.0096,29,134,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
45,0.0222,0.0096,30,135,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
46,0.0222,0.0096,30,140,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
47,0.0222,0.0096,31,141,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
48,0.0222,0.0096,31,146,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
49,0.0222,0.0096,32,147,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
50,0.0222,0.0096,32,152,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
51,0.0222,0.0096,33,153,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
52,0.0222,0.0096,33,158,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
53,0.0222,0.0096,33,163,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
54,0.0222,0.0096,34,164,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
55,0.0222,0.0096,34,169,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
56,0.0222,0.0096,35,170,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
57,0.0222,0.0096,35,175,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
58,0.0222,0.0096,36,176,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
59,0.0222,0.0096,36,181,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
60,0.0222,0.0096,37,182,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
61,0.0222,0.0096,37,187,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
62,0.0222,0.0096,38,188,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
63,0.0222,0.0096,38,193,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
64,0.0222,0.0096,39,194,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
65,0.0222,0.0096,39,199,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
66,0.0222,0.0096,40,200,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
67,0.0222,0.0096,40,205,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
68,0.0222,0.0096,41,206,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
69,0.0222,0.0096,41,211,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
70,0.0222,0.0096,42,212,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
71,0.0222,0.0096,43,213,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
72,0.0222,0.0096,44,214,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
73,0.0222,0.0096,44,219,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
7,0.0943,0.0259,25,10,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0
8,0.0943,0.0259,25,15,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1
9,0.0943,0.0259,26,16,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
10,0.0943,0.0259,26,21,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
11,0.0943,0.0259,27,22,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
12,0.0943,0.0259,27,27,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
13,0.0943,0.0259,32,27,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
14,0.0943,0.0259,37,27,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0
15,0.0943,0.0259,38,28,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
16,0.0943,0.0259,41,31,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1
17,0.0943,0.0259,46,31,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0
18,0.0943,0.0259,46,36,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1
19,0.0943,0.0259,51,36,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0
20,0.0943,0.0259,56,36,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0
21,0.0943,0.0259,57,37,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0
22,0.0943,0.0259,60,40,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1
23,0.0943,0.0259,63,43,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1
24,0.0943,0.0259,66,46,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1
25,0.0943,0.0259,66,51,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1
26,0.0943,0.0259,69,54,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1
27,0.0943,0.0259,69,59,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1
7,0.0703,0.0291,26,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,0.0703,0.0291,29,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,0.0703,0.0291,32,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,0.0703,0.0291,35,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,0.0703,0.0291,38,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,0.0703,0.0291,41,36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,0.0703,0.0291,44,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,0.0703,0.0291,47,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,0.0703,0.0291,50,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,0.0703,0.0291,53,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17,0.0703,0.0291,53,53,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
18,0.0703,0.0291,53,58,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
19,0.0703,0.0291,56,61,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
20,0.0703,0.0291,59,64,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
21,0.0703,0.0291,62,67,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
22,0.0703,0.0291,65,70,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
23,0.0703,0.0291,68,73,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
24,0.0703,0.0291,71,76,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
25,0.0703,0.0291,74,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,0.0703,0.0291,77,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,0.0703,0.0291,80,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28,0.0703,0.0291,85,85,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
29,0.0703,0.0291,90,85,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0
30,0.0703,0.0291,93,88,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
31,0.0703,0.0291,96,91,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
32,0.0703,0.0291,99,94,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
33,0.0703,0.0291,102,97,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
34,0.0703,0.0291,105,100,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
35,0.0703,0.0291,105,105,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
36,0.0703,0.0291,108,108,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
37,0.0703,0.0291,111,111,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
38,0.0703,0.0291,114,114,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
39,0.0703,0.0291,117,117,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
40,0.0703,0.0291,120,120,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
41,0.0703,0.0291,123,123,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
42,0.0703,0.0291,126,126,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
43,0.0703,0.0291,129,129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44,0.0703,0.0291,132,132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45,0.0703,0.0291,132,137,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
46,0.0703,0.0291,135,140,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
47,0.0703,0.0291,138,143,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
48,0.0703,0.0291,141,146,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
49,0.0703,0.0291,144,149,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
50,0.0703,0.0291,147,152,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
51,0.0703,0.0291,150,155,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
52,0.0703,0.0291,153,158,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,0.0703,0.0291,156,161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,0.0703,0.0291,159,164,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,0.0703,0.0291,162,167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,0.0703,0.0291,165,170,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,0.0703,0.0291,168,173,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
58,0.0703,0.0291,168,178,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
7,0.0962,0.0201,28,18,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0
